,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
53503,City Hotel,1,81,2016,June,26,23,0,1,1,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Canceled,2016-04-04
101702,City Hotel,0,0,2016,November,47,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,103.0,,0,Transient,89.75,1,0,Check-Out,2016-11-17
12327,Resort Hotel,1,288,2017,June,25,24,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,240.0,,0,Transient,156.0,0,1,Canceled,2016-09-20
43829,City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09
26054,Resort Hotel,0,15,2016,July,29,15,2,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,177.0,0,0,Check-Out,2016-07-20
80838,City Hotel,1,54,2015,December,49,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2015-11-26
110292,City Hotel,0,343,2017,April,16,21,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,B,A,1,No Deposit,,,0,Transient,99.25,0,1,Check-Out,2017-04-25
92527,City Hotel,0,169,2016,July,28,3,2,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,158.95,0,1,Check-Out,2016-07-08
90141,City Hotel,0,38,2016,June,23,1,0,2,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,2016-06-03
54662,City Hotel,1,152,2016,July,30,22,2,3,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.15,0,0,Canceled,2016-02-24
101913,City Hotel,0,18,2016,November,47,19,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,80.85,0,1,Check-Out,2016-11-20
108056,City Hotel,0,151,2017,March,12,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-22
30289,Resort Hotel,0,11,2016,November,47,13,2,4,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,74.05,0,0,Check-Out,2016-11-19
5336,Resort Hotel,1,18,2016,April,18,25,1,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2016-04-13
103401,City Hotel,0,36,2016,December,52,18,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-12-22
13470,Resort Hotel,1,2,2017,August,33,17,0,1,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,215.0,0,2,Canceled,2017-08-15
38923,Resort Hotel,0,185,2017,July,31,30,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,106.85,0,0,Check-Out,2017-08-03
74565,City Hotel,1,346,2015,September,40,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
60590,City Hotel,1,89,2016,November,47,16,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.6,0,0,Canceled,2016-08-19
115302,City Hotel,0,83,2017,July,26,1,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-07-04
100916,City Hotel,0,6,2016,October,45,31,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.75,0,2,Check-Out,2016-11-04
17803,Resort Hotel,0,16,2015,October,43,21,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,86.0,0,1,Check-Out,2015-10-22
61161,City Hotel,1,10,2016,December,49,2,3,7,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.59,0,0,No-Show,2016-12-02
46864,City Hotel,0,16,2016,January,4,22,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.3,0,1,Check-Out,2016-01-24
35006,Resort Hotel,0,29,2017,April,14,6,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,107.0,0,1,Check-Out,2017-04-11
116534,City Hotel,0,2,2017,July,28,15,2,5,0,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,K,1,No Deposit,9.0,,0,Transient-Party,22.86,0,1,Check-Out,2017-07-22
5041,Resort Hotel,1,164,2016,April,16,15,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,118.0,0,2,Canceled,2015-11-10
56539,City Hotel,1,433,2016,September,37,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0,Canceled,2015-10-20
84134,City Hotel,0,0,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,80.0,0,0,Check-Out,2016-02-20
105664,City Hotel,0,0,2017,February,6,11,1,1,1,0.0,0,BB,SYR,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient-Party,104.0,0,0,Check-Out,2017-02-13
41084,City Hotel,0,1,2015,August,33,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,75.0,0,0,Check-Out,2015-08-13
109049,City Hotel,0,91,2017,April,14,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,4,Check-Out,2017-04-06
93132,City Hotel,0,134,2016,July,29,13,0,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.25,0,0,Check-Out,2016-07-17
98444,City Hotel,0,32,2016,September,40,25,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,109.87,0,0,Check-Out,2016-09-30
38343,Resort Hotel,0,164,2017,July,28,9,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,185.0,0,1,Check-Out,2017-07-15
88142,City Hotel,0,86,2016,April,18,26,1,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.2,0,1,Check-Out,2016-05-02
104811,City Hotel,0,1,2017,January,3,19,1,3,1,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.53,0,1,Check-Out,2017-01-23
83306,City Hotel,0,1,2016,January,5,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.0,1,0,Check-Out,2016-01-28
31993,Resort Hotel,0,259,2017,January,2,9,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,2,Check-Out,2017-01-14
39477,Resort Hotel,0,205,2017,August,33,18,0,1,4,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,147.0,,0,Transient,153.68,1,0,Check-Out,2017-08-19
32872,Resort Hotel,0,0,2017,February,6,7,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,1,0,Check-Out,2017-02-08
64981,City Hotel,1,56,2017,March,12,21,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,85.0,0,0,Canceled,2017-01-24
37321,Resort Hotel,0,104,2017,June,24,12,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,110.0,1,1,Check-Out,2017-06-14
51548,City Hotel,1,49,2016,May,21,21,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,172.8,0,0,Canceled,2016-04-11
95754,City Hotel,0,3,2016,August,35,22,1,1,2,0.0,0,BB,CHN,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,100.0,0,0,Check-Out,2016-08-24
104041,City Hotel,0,72,2017,January,1,3,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0,1,Check-Out,2017-01-04
7924,Resort Hotel,0,315,2016,September,36,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436.0,,0,Transient,64.8,0,0,Check-Out,2016-09-09
37103,Resort Hotel,0,251,2017,May,22,31,2,5,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,177.0,,0,Transient,74.25,0,1,Check-Out,2017-06-07
37118,Resort Hotel,0,44,2017,June,23,7,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,108.0,0,Transient-Party,75.0,0,0,Check-Out,2017-06-08
113778,City Hotel,0,71,2017,June,23,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,134.06,0,0,Check-Out,2017-06-12
48770,City Hotel,1,112,2016,March,14,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0,Canceled,2016-01-11
15588,Resort Hotel,0,33,2015,July,30,20,2,5,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,168.3,0,1,Check-Out,2015-07-27
57289,City Hotel,1,245,2016,September,39,22,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.59,0,0,Canceled,2016-01-26
104995,City Hotel,0,109,2017,January,4,23,1,3,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.7,0,2,Check-Out,2017-01-27
109053,City Hotel,0,4,2017,April,14,5,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-04-06
43256,City Hotel,0,56,2015,September,38,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20.0,,0,Transient-Party,82.0,0,0,Check-Out,2015-09-19
73046,City Hotel,1,13,2017,August,33,13,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,0,Canceled,2017-07-31
13106,Resort Hotel,1,23,2017,July,31,31,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,229.17,0,1,Canceled,2017-07-08
19905,Resort Hotel,1,8,2016,May,21,20,0,1,1,0.0,0,BB,PRT,Groups,Corporate,1,1,1,D,D,1,Non Refund,,174.0,0,Transient-Party,94.5,0,0,Canceled,2016-05-18
18194,Resort Hotel,0,33,2015,November,46,12,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,C,4,No Deposit,324.0,324.0,0,Transient-Party,36.0,0,0,Check-Out,2015-11-14
73760,City Hotel,1,272,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
47203,City Hotel,1,9,2016,February,7,12,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,1,Canceled,2016-02-07
99077,City Hotel,0,88,2016,October,41,7,0,2,1,0.0,0,BB,POL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,193.0,,0,Transient-Party,71.0,0,0,Check-Out,2016-10-09
3587,Resort Hotel,0,51,2015,December,52,24,1,3,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,89.25,0,0,Check-Out,2015-12-28
10502,Resort Hotel,1,22,2017,March,10,11,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,1,Canceled,2017-02-19
69042,City Hotel,1,73,2017,May,21,24,0,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,317.5,0,0,Canceled,2017-03-18
91954,City Hotel,0,3,2016,June,27,26,2,0,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,113.0,0,2,Check-Out,2016-06-28
61846,City Hotel,1,91,2016,December,53,27,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.43,0,1,Canceled,2016-12-10
64366,City Hotel,1,21,2017,March,10,7,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.43,0,2,Canceled,2017-03-06
80257,City Hotel,0,50,2015,November,46,13,1,2,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,90.0,0,1,Check-Out,2015-11-16
119003,City Hotel,0,164,2017,August,34,23,1,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2,Check-Out,2017-08-28
86562,City Hotel,0,66,2016,April,15,4,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,1,Check-Out,2016-04-06
25998,Resort Hotel,0,0,2016,July,29,16,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,156.0,1,0,Check-Out,2016-07-18
6285,Resort Hotel,1,43,2016,June,23,1,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient,165.0,0,0,Canceled,2016-05-03
108100,City Hotel,0,5,2017,March,12,22,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0.0,0,0,Check-Out,2017-03-22
10808,Resort Hotel,1,252,2017,April,14,5,1,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,C,C,4,No Deposit,,223.0,100,Transient-Party,42.0,0,0,Canceled,2017-03-29
46129,City Hotel,0,100,2015,December,50,12,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,63.75,0,2,Check-Out,2015-12-15
118500,City Hotel,0,102,2017,August,33,19,1,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,2017-08-21
3473,Resort Hotel,0,45,2015,December,51,18,2,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,8.0,,0,Transient,47.0,1,1,Check-Out,2015-12-22
19652,Resort Hotel,0,35,2015,December,52,24,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,65.16,0,2,Check-Out,2015-12-30
37526,Resort Hotel,0,47,2017,June,24,16,2,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,174.8,1,1,Check-Out,2017-06-21
86746,City Hotel,0,124,2016,April,15,4,1,3,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-04-08
27906,Resort Hotel,0,223,2016,September,36,1,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,81.9,0,2,Check-Out,2016-09-15
20513,Resort Hotel,0,17,2016,January,5,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,0,Check-Out,2016-01-31
25296,Resort Hotel,0,13,2016,June,26,20,1,0,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient-Party,99.0,0,1,Check-Out,2016-06-21
6050,Resort Hotel,0,233,2016,May,22,23,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.2,1,1,Check-Out,2016-05-29
106008,City Hotel,0,70,2017,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0,Check-Out,2017-02-19
72296,City Hotel,1,255,2017,July,30,25,2,5,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1,Canceled,2017-04-06
45314,City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-28
101866,City Hotel,0,1,2016,November,47,17,0,3,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,2,Check-Out,2016-11-20
35347,Resort Hotel,0,5,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,65.0,0,0,Check-Out,2017-04-19
32270,Resort Hotel,0,0,2017,January,3,19,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,77.0,1,0,Check-Out,2017-01-20
64389,City Hotel,1,258,2017,March,10,8,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Canceled,2016-08-09
98627,City Hotel,0,182,2016,September,40,30,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,2,Check-Out,2016-10-02
26923,Resort Hotel,0,194,2016,August,32,6,3,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,190.0,0,0,Check-Out,2016-08-15
84072,City Hotel,0,0,2016,February,8,18,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,79.0,0,0,Check-Out,2016-02-19
53274,City Hotel,1,350,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-08-11
8230,Resort Hotel,1,215,2016,September,39,19,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,1,Canceled,2016-02-24
71765,City Hotel,1,81,2017,July,28,12,0,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,2,Canceled,2017-04-23
14605,Resort Hotel,0,3,2017,January,4,27,2,2,2,0.0,0,HB,,Direct,TA/TO,0,0,1,A,E,1,No Deposit,250.0,,0,Transient,77.0,0,0,Check-Out,2017-01-31
115027,City Hotel,0,54,2017,June,26,26,1,3,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,225.0,0,1,Check-Out,2017-06-30
79151,City Hotel,0,6,2015,October,43,18,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,1,Check-Out,2015-10-22
29478,Resort Hotel,0,0,2016,November,45,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,D,1,No Deposit,,,0,Transient,78.0,0,0,Check-Out,2016-11-06
45448,City Hotel,0,62,2015,October,44,29,0,1,2,2.0,0,SC,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,139.5,0,1,Check-Out,2015-10-30
13141,Resort Hotel,1,352,2017,August,31,1,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,190.96,0,1,Canceled,2017-03-28
19395,Resort Hotel,1,196,2016,June,27,29,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,,0,Transient,106.0,0,2,Canceled,2015-12-17
61619,City Hotel,1,21,2016,December,52,19,1,4,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.32,0,0,Canceled,2016-12-07
101216,City Hotel,0,26,2016,November,46,7,1,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,153.23,0,1,Check-Out,2016-11-09
101126,City Hotel,0,50,2016,November,45,2,0,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,141.0,0,0,Check-Out,2016-11-06
37097,Resort Hotel,0,251,2017,May,22,31,2,5,1,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,436.0,,0,Transient,83.7,0,1,Check-Out,2017-06-07
38732,Resort Hotel,0,26,2017,July,30,24,1,3,3,1.0,0,BB,EST,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,315.0,0,0,Check-Out,2017-07-28
71228,City Hotel,1,135,2017,June,26,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,130.0,0,0,Canceled,2017-02-15
68670,City Hotel,1,175,2017,May,20,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,110.0,0,0,Canceled,2016-11-25
38985,Resort Hotel,0,49,2017,July,30,29,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,305.0,0,2,Check-Out,2017-08-05
39156,Resort Hotel,0,143,2017,August,31,3,2,5,2,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,175.5,0,1,Check-Out,2017-08-10
66063,City Hotel,1,155,2017,April,15,13,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,130.0,0,0,Canceled,2017-04-05
77493,City Hotel,0,263,2015,September,39,21,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,21.0,,0,Transient-Party,67.0,0,0,Check-Out,2015-09-22
98765,City Hotel,0,5,2016,October,40,1,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,221.38,0,2,Check-Out,2016-10-05
29394,Resort Hotel,0,4,2016,October,44,24,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,39.0,0,1,Check-Out,2016-10-28
11062,Resort Hotel,1,95,2017,April,16,16,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,68.4,0,0,Canceled,2017-01-24
43650,City Hotel,0,47,2015,September,39,22,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,7.0,,0,Transient,72.76,0,1,Check-Out,2015-09-23
21514,Resort Hotel,0,1,2016,March,10,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-03-02
119238,City Hotel,0,173,2017,August,35,28,1,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,135.0,0,2,Check-Out,2017-09-01
104602,City Hotel,0,34,2017,January,3,18,0,1,1,0.0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-01-19
7980,Resort Hotel,1,168,2016,September,37,6,0,1,2,0.0,0,BB,JEY,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,166.0,0,1,Canceled,2016-07-16
105812,City Hotel,0,45,2017,February,7,13,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Check-Out,2017-02-16
118796,City Hotel,0,205,2017,August,34,25,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,2017-08-26
25427,Resort Hotel,0,0,2016,June,26,25,1,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,141.0,1,0,Check-Out,2016-06-27
103975,City Hotel,0,269,2016,December,53,29,2,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,70.0,0,0,Check-Out,2017-01-03
43259,City Hotel,0,56,2015,September,38,17,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,82.0,0,0,Check-Out,2015-09-19
9088,Resort Hotel,1,53,2016,October,44,27,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.75,0,3,Canceled,2016-10-03
51198,City Hotel,1,102,2016,May,21,15,6,13,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.6,0,1,Canceled,2016-05-13
113422,City Hotel,0,11,2017,June,23,5,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,170.0,0,2,Check-Out,2017-06-07
